Code;end date;Group/Investment;ISIN;Perf Y1;Perf Y3;Perf Y5;Vol Y1;Vol Y3;Vol Y5
F00000Q0P4;07/06/2021;iMGP US Small&Mid Company Gr I USD;LU0933609405;36.21%;12.02%;14.85%;29.87%;30.21%;25.21%
F00000Q0NX;07/06/2021;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;8.38%;3.75%;2.72%;3.18%;4.11%;3.46%
F00000QHZ0;07/06/2021;iMGP US Core Plus I M USD;LU0970691233;4.15%;5.09%;3.25%;2.35%;3.58%;3.30%
F00000UQH8;07/06/2021;iMGP Absolute Return GBP I M GBP;LU1130232017;7.37%;4.38%;3.64%;3.11%;3.26%;2.89%
F00000XJ7Z;07/06/2021;iMGP Eurp Subordinated Bds I EUR;LU1457568043;9.71%;5.21%;;4.05%;7.76%;6.51%
F00000ZSS8;07/06/2021;iMGP Stable Return I USD;LU1726319590;12.96%;1.88%;;8.63%;6.64%;6.38%
F000013DXH;07/06/2021;iMGP Global Diversified Inc I USD;LU1965317180;17.42%;;;8.16%;8.94%;8.96%
F000014359;07/06/2021;iMGP BM Alternativos I EUR;LU2041049300;8.14%;;;4.66%;6.43%;6.44%
XIUSA00108;07/06/2021;Bloomberg Euro Agg Bond TR EUR;;1.60%;3.00%;1.62%;3.23%;3.82%;3.61%
XIUSA000MH;07/06/2021;Bloomberg US Interm Credit TR USD;;2.92%;5.84%;3.76%;2.38%;3.78%;3.35%
EUCA000564;07/06/2021;EAA Fund EUR Cautious Allocation - Global;;6.35%;2.22%;1.84%;2.54%;3.57%;2.99%
EUCA000690;07/06/2021;EAA Fund EUR Corporate Bond;;3.38%;2.16%;1.72%;1.57%;2.81%;2.40%
EUCA000587;07/06/2021;EAA Fund EUR Diversified Bond;;1.96%;1.66%;0.85%;1.46%;2.20%;1.96%
EUCA000922;07/06/2021;EAA Fund EUR Subordinated Bond;;8.08%;4.30%;4.57%;2.67%;5.64%;4.70%
EUCA000511;07/06/2021;EAA Fund Europe Large-Cap Blend Equity;;25.30%;6.73%;6.99%;14.23%;17.32%;15.27%
EUCA000621;07/06/2021;EAA Fund GBP Allocation 0-20% Equity;;4.84%;3.54%;3.92%;2.85%;3.56%;3.18%
EUCA000640;07/06/2021;EAA Fund Italy Equity;;35.26%;7.76%;9.22%;17.87%;21.94%;20.59%
EUCA000915;07/06/2021;EAA Fund Japan Flex-Cap Equity;;22.15%;2.77%;9.38%;16.04%;19.37%;18.39%
EUCA000812;07/06/2021;EAA Fund Multistrategy EUR;;7.43%;1.17%;0.84%;3.21%;4.40%;3.88%
EUCA001010;07/06/2021;EAA Fund Multistrategy USD;;8.41%;5.33%;5.03%;4.47%;5.38%;4.77%
EUCA000528;07/06/2021;EAA Fund US Large-Cap Value Equity;;33.15%;10.47%;11.46%;16.42%;21.64%;17.96%
EUCA000853;07/06/2021;EAA Fund US Mid-Cap Equity;;42.34%;15.16%;14.99%;19.92%;25.03%;20.51%
EUCA000691;07/06/2021;EAA Fund USD Corporate Bond;;2.84%;6.33%;4.24%;4.20%;6.02%;4.98%
EUCA000746;07/06/2021;EAA Fund USD Flexible Allocation;;16.87%;5.68%;5.77%;7.06%;8.51%;7.25%
EUCA000583;07/06/2021;EAA Fund USD High Yield Bond;;11.11%;5.61%;5.78%;3.78%;7.07%;5.79%
FOUSA08SQ4;07/06/2021;FTSE Italia AllShare PR EUR;;29.78%;6.20%;7.49%;22.48%;27.68%;25.80%
FOUSA08IE9;07/06/2021;ICE BofA EUR Overnight OR TR EUR;;-0.54%;-0.45%;-0.41%;0.03%;0.02%;0.02%
FOUSA05UOK;07/06/2021;ICE BofA Euro Corporate TR EUR;;3.53%;2.69%;2.09%;2.09%;3.26%;2.89%
FOUSA08BV1;07/06/2021;ICE BofA Euro Subod Fin TR EUR;;5.99%;4.24%;4.19%;2.54%;4.66%;4.06%
F000016NOS;07/06/2021;ICE BofA SONIA Overnight Bid TR GBP;;0.05%;0.37%;0.30%;0.00%;0.03%;0.02%
XIUSA04CX8;07/06/2021;ICE BofA US 3M Trsy Bill TR USD;;0.11%;1.38%;1.18%;0.03%;0.14%;0.12%
XIUSA04EPI;07/06/2021;ICE BofA US High Yield TR USD;;12.32%;6.85%;7.15%;4.80%;8.33%;6.83%
FOUSA07WOV;07/06/2021;MSCI Europe NR EUR;;25.12%;7.71%;8.01%;18.50%;22.36%;19.72%
FOUSA09G33;07/06/2021;MSCI US Small Cap Growth NR USD;;54.33%;17.32%;18.68%;28.71%;33.12%;27.75%
XIUSA04FKR;07/06/2021;MSCI USA Value NR USD;;30.53%;10.62%;11.10%;20.16%;27.12%;22.53%
XIUSA04G92;07/06/2021;S&P 500 TR USD;;33.67%;17.09%;17.12%;20.36%;27.74%;23.08%
FOUSA06GBU;07/06/2021;TOPIX TR JPY;;22.78%;5.64%;10.38%;19.64%;21.93%;20.76%
F0GBR05TBZ;31/05/2021;iMGP European Corporate Bds C EUR;LU0167813129;6.47%;1.39%;1.55%;2.48%;4.35%;3.67%
F000002OH8;31/05/2021;iMGP Euro Fixed Income I EUR;LU0335770102;5.90%;3.88%;2.38%;2.41%;3.34%;3.10%
F00000JPT5;31/05/2021;iMGP Italian Opportunities I EUR;LU0536296873;37.34%;6.08%;8.49%;19.43%;24.88%;22.90%
F00000NCCS;31/05/2021;iMGP US High Yield I USD;LU0688633840;14.07%;5.33%;6.33%;5.01%;8.29%;6.81%
F00000OU30;31/05/2021;iMGP US Value R USD;LU0821216842;30.91%;9.22%;9.49%;16.52%;20.75%;17.38%
F00000Q0N6;31/05/2021;iMGP Sustainable Europe I EUR;LU0933606302;32.24%;6.94%;7.05%;18.26%;20.80%;19.25%
F00000Q0P3;31/05/2021;iMGP Japan Opportunities I JPY;LU0933609314;19.83%;2.66%;6.83%;19.70%;20.60%;19.22%
F00000Q0P4;31/05/2021;iMGP US Small&Mid Company Gr I USD;LU0933609405;41.60%;12.01%;15.20%;30.17%;30.15%;25.18%
F00000Q0NX;31/05/2021;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;9.43%;3.69%;2.77%;3.25%;4.11%;3.46%
F00000QHZ0;31/05/2021;iMGP US Core Plus I M USD;LU0970691233;4.60%;4.97%;3.41%;2.35%;3.58%;3.31%
F00000UQH8;31/05/2021;iMGP Absolute Return GBP I M GBP;LU1130232017;8.00%;4.34%;3.74%;3.12%;3.26%;2.89%
F00000XJ7Z;31/05/2021;iMGP Eurp Subordinated Bds I EUR;LU1457568043;12.14%;5.03%;;4.60%;7.77%;6.53%
F00000ZSS8;31/05/2021;iMGP Stable Return I USD;LU1726319590;11.98%;1.98%;;8.64%;6.63%;6.39%
F000013DXH;31/05/2021;iMGP Global Diversified Inc I USD;LU1965317180;19.50%;;;8.22%;8.97%;8.98%
F000014359;31/05/2021;iMGP BM Alternativos I EUR;LU2041049300;9.11%;;;4.78%;6.47%;6.48%
XIUSA00108;31/05/2021;Bloomberg Euro Agg Bond TR EUR;;1.28%;2.64%;1.70%;3.26%;3.84%;3.61%
XIUSA000MH;31/05/2021;Bloomberg US Interm Credit TR USD;;3.08%;5.70%;3.87%;2.36%;3.78%;3.36%
EUCA000564;31/05/2021;EAA Fund EUR Cautious Allocation - Global;;7.27%;2.13%;1.81%;2.61%;3.57%;2.99%
EUCA000690;31/05/2021;EAA Fund EUR Corporate Bond;;4.40%;1.99%;1.77%;1.78%;2.82%;2.40%
EUCA000587;31/05/2021;EAA Fund EUR Diversified Bond;;2.26%;1.44%;0.87%;1.50%;2.21%;1.96%
EUCA000922;31/05/2021;EAA Fund EUR Subordinated Bond;;10.36%;4.16%;4.54%;3.09%;5.64%;4.70%
EUCA000511;31/05/2021;EAA Fund Europe Large-Cap Blend Equity;;27.57%;6.43%;6.61%;14.56%;17.31%;15.27%
EUCA000621;31/05/2021;EAA Fund GBP Allocation 0-20% Equity;;5.58%;3.38%;3.95%;2.89%;3.56%;3.18%
EUCA000640;31/05/2021;EAA Fund Italy Equity;;39.74%;6.53%;8.64%;18.41%;21.96%;20.61%
EUCA000915;31/05/2021;EAA Fund Japan Flex-Cap Equity;;22.63%;2.96%;8.46%;16.03%;19.38%;18.42%
EUCA000812;31/05/2021;EAA Fund Multistrategy EUR;;7.73%;1.06%;0.69%;3.26%;4.40%;3.89%
EUCA001010;31/05/2021;EAA Fund Multistrategy USD;;9.02%;5.24%;4.92%;4.48%;5.38%;4.76%
EUCA000528;31/05/2021;EAA Fund US Large-Cap Value Equity;;41.55%;11.18%;11.54%;17.02%;21.64%;17.96%
EUCA000853;31/05/2021;EAA Fund US Mid-Cap Equity;;48.68%;15.76%;15.26%;20.29%;25.02%;20.50%
EUCA000691;31/05/2021;EAA Fund USD Corporate Bond;;2.97%;6.01%;4.39%;4.18%;6.01%;4.98%
EUCA000746;31/05/2021;EAA Fund USD Flexible Allocation;;19.02%;5.81%;5.87%;7.15%;8.50%;7.25%
EUCA000583;31/05/2021;EAA Fund USD High Yield Bond;;12.92%;5.61%;5.87%;4.02%;7.07%;5.79%
FOUSA08SQ4;31/05/2021;FTSE Italia AllShare PR EUR;;34.24%;4.63%;6.90%;23.04%;27.71%;25.83%
FOUSA08IE9;31/05/2021;ICE BofA EUR Overnight OR TR EUR;;-0.54%;-0.45%;-0.41%;0.03%;0.02%;0.02%
FOUSA05UOK;31/05/2021;ICE BofA Euro Corporate TR EUR;;4.45%;2.51%;2.16%;2.28%;3.27%;2.89%
FOUSA08BV1;31/05/2021;ICE BofA Euro Subod Fin TR EUR;;7.05%;4.05%;4.18%;2.82%;4.68%;4.06%
F000016NOS;31/05/2021;ICE BofA SONIA Overnight Bid TR GBP;;0.05%;0.37%;0.30%;0.00%;0.03%;0.02%
XIUSA04CX8;31/05/2021;ICE BofA US 3M Trsy Bill TR USD;;0.11%;1.39%;1.18%;0.03%;0.14%;0.12%
XIUSA04EPI;31/05/2021;ICE BofA US High Yield TR USD;;14.18%;6.83%;7.24%;5.12%;8.33%;6.84%
FOUSA07WOV;31/05/2021;MSCI Europe NR EUR;;27.65%;7.28%;7.61%;19.04%;22.36%;19.74%
FOUSA09G33;31/05/2021;MSCI US Small Cap Growth NR USD;;56.54%;17.57%;18.77%;28.86%;33.09%;27.74%
XIUSA04FKR;31/05/2021;MSCI USA Value NR USD;;37.92%;11.33%;11.23%;20.79%;27.12%;22.53%
XIUSA04G92;31/05/2021;S&P 500 TR USD;;38.80%;17.62%;17.17%;20.68%;27.74%;23.07%
FOUSA06GBU;31/05/2021;TOPIX TR JPY;;24.95%;6.04%;9.32%;19.68%;21.95%;20.80%
F0GBR05TBZ;24/05/2021;iMGP European Corporate Bds C EUR;LU0167813129;7.77%;1.27%;1.59%;2.68%;4.37%;3.67%
F000002OH8;24/05/2021;iMGP Euro Fixed Income I EUR;LU0335770102;6.47%;3.77%;2.41%;2.46%;3.35%;3.10%
F00000JPT5;24/05/2021;iMGP Italian Opportunities I EUR;LU0536296873;39.71%;4.53%;8.05%;19.93%;25.00%;22.91%
F00000NCCS;24/05/2021;iMGP US High Yield I USD;LU0688633840;15.75%;5.23%;6.38%;5.16%;8.29%;6.81%
F00000OU30;24/05/2021;iMGP US Value R USD;LU0821216842;36.17%;9.36%;9.79%;16.75%;20.79%;17.38%
F00000Q0N6;24/05/2021;iMGP Sustainable Europe I EUR;LU0933606302;32.10%;6.15%;6.97%;18.47%;20.84%;19.25%
F00000Q0P3;24/05/2021;iMGP Japan Opportunities I JPY;LU0933609314;22.24%;2.15%;7.63%;19.66%;20.56%;19.21%
F00000Q0P4;24/05/2021;iMGP US Small&Mid Company Gr I USD;LU0933609405;48.02%;12.49%;15.11%;30.42%;30.18%;25.18%
F00000Q0NX;24/05/2021;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;10.09%;3.51%;2.75%;3.31%;4.12%;3.46%
F00000QHZ0;24/05/2021;iMGP US Core Plus I M USD;LU0970691233;5.43%;4.94%;3.40%;2.40%;3.59%;3.31%
F00000UQH8;24/05/2021;iMGP Absolute Return GBP I M GBP;LU1130232017;8.59%;4.25%;3.72%;3.16%;3.25%;2.89%
F00000XJ7Z;24/05/2021;iMGP Eurp Subordinated Bds I EUR;LU1457568043;13.32%;5.02%;;4.81%;7.82%;6.54%
F00000ZSS8;24/05/2021;iMGP Stable Return I USD;LU1726319590;12.80%;1.90%;;8.71%;6.62%;6.40%
F000013DXH;24/05/2021;iMGP Global Diversified Inc I USD;LU1965317180;21.25%;;;8.37%;9.01%;9.02%
F000014359;24/05/2021;iMGP BM Alternativos I EUR;LU2041049300;8.97%;;;4.79%;6.51%;6.51%
XIUSA00108;24/05/2021;Bloomberg Euro Agg Bond TR EUR;;1.67%;2.58%;1.68%;3.27%;3.86%;3.61%
XIUSA000MH;24/05/2021;Bloomberg US Interm Credit TR USD;;3.77%;5.69%;3.89%;2.38%;3.81%;3.36%
EUCA000564;24/05/2021;EAA Fund EUR Cautious Allocation - Global;;7.69%;1.92%;1.82%;2.64%;3.58%;2.99%
EUCA000690;24/05/2021;EAA Fund EUR Corporate Bond;;5.06%;1.92%;1.78%;1.82%;2.83%;2.40%
EUCA000587;24/05/2021;EAA Fund EUR Diversified Bond;;2.72%;1.34%;0.86%;1.53%;2.23%;1.96%
EUCA000922;24/05/2021;EAA Fund EUR Subordinated Bond;;11.15%;4.01%;4.59%;3.20%;5.67%;4.70%
EUCA000511;24/05/2021;EAA Fund Europe Large-Cap Blend Equity;;29.65%;5.72%;6.77%;14.77%;17.32%;15.28%
EUCA000621;24/05/2021;EAA Fund GBP Allocation 0-20% Equity;;6.24%;3.34%;3.98%;2.94%;3.56%;3.18%
EUCA000640;24/05/2021;EAA Fund Italy Equity;;41.34%;5.11%;8.44%;18.55%;22.11%;20.63%
EUCA000915;24/05/2021;EAA Fund Japan Flex-Cap Equity;;26.37%;2.38%;9.00%;16.13%;19.38%;18.43%
EUCA000812;24/05/2021;EAA Fund Multistrategy EUR;;7.79%;0.83%;0.72%;3.27%;4.41%;3.89%
EUCA001010;24/05/2021;EAA Fund Multistrategy USD;;9.27%;4.91%;4.95%;4.52%;5.39%;4.76%
EUCA000528;24/05/2021;EAA Fund US Large-Cap Value Equity;;44.34%;10.85%;11.80%;17.17%;21.67%;17.97%
EUCA000853;24/05/2021;EAA Fund US Mid-Cap Equity;;52.66%;15.54%;15.31%;20.43%;25.02%;20.50%
EUCA000691;24/05/2021;EAA Fund USD Corporate Bond;;3.81%;6.03%;4.35%;4.20%;6.02%;4.97%
EUCA000746;24/05/2021;EAA Fund USD Flexible Allocation;;20.23%;5.51%;5.84%;7.20%;8.51%;7.25%
EUCA000583;24/05/2021;EAA Fund USD High Yield Bond;;14.54%;5.51%;5.90%;4.15%;7.07%;5.79%
FOUSA08SQ4;24/05/2021;FTSE Italia AllShare PR EUR;;38.86%;3.33%;6.79%;23.88%;27.86%;25.85%
FOUSA08IE9;24/05/2021;ICE BofA EUR Overnight OR TR EUR;;-0.54%;-0.45%;-0.41%;0.02%;0.02%;0.02%
FOUSA05UOK;24/05/2021;ICE BofA Euro Corporate TR EUR;;5.14%;2.44%;2.17%;2.33%;3.28%;2.89%
FOUSA08BV1;24/05/2021;ICE BofA Euro Subod Fin TR EUR;;7.79%;4.07%;4.19%;2.88%;4.70%;4.06%
F000016NOS;24/05/2021;ICE BofA SONIA Overnight Bid TR GBP;;0.05%;0.37%;0.30%;0.00%;0.03%;0.02%
XIUSA04CX8;24/05/2021;ICE BofA US 3M Trsy Bill TR USD;;0.11%;1.40%;1.18%;0.03%;0.14%;0.12%
XIUSA04EPI;24/05/2021;ICE BofA US High Yield TR USD;;15.90%;6.73%;7.29%;5.23%;8.33%;6.84%
FOUSA07WOV;24/05/2021;MSCI Europe NR EUR;;29.73%;6.47%;7.78%;19.29%;22.38%;19.75%
FOUSA09G33;24/05/2021;MSCI US Small Cap Growth NR USD;;58.07%;17.38%;18.82%;29.01%;33.10%;27.73%
XIUSA04FKR;24/05/2021;MSCI USA Value NR USD;;40.86%;11.05%;11.47%;20.96%;27.17%;22.53%
XIUSA04G92;24/05/2021;S&P 500 TR USD;;42.52%;17.70%;17.37%;20.73%;27.78%;23.08%
FOUSA06GBU;24/05/2021;TOPIX TR JPY;;27.74%;5.17%;10.05%;19.68%;21.92%;20.79%
F0GBR05TBZ;17/05/2021;iMGP European Corporate Bds C EUR;LU0167813129;8.11%;1.03%;1.64%;2.75%;4.37%;3.67%
F000002OH8;17/05/2021;iMGP Euro Fixed Income I EUR;LU0335770102;6.66%;3.67%;2.38%;2.47%;3.35%;3.10%
F00000JPT5;17/05/2021;iMGP Italian Opportunities I EUR;LU0536296873;43.21%;2.96%;8.43%;20.13%;25.02%;22.92%
F00000NCCS;17/05/2021;iMGP US High Yield I USD;LU0688633840;18.05%;5.16%;6.47%;5.49%;8.29%;6.81%
F00000OU30;17/05/2021;iMGP US Value R USD;LU0821216842;37.36%;8.74%;9.90%;16.80%;20.79%;17.39%
F00000Q0N6;17/05/2021;iMGP Sustainable Europe I EUR;LU0933606302;33.50%;5.54%;7.67%;18.47%;20.85%;19.27%
F00000Q0P3;17/05/2021;iMGP Japan Opportunities I JPY;LU0933609314;24.09%;1.18%;7.42%;19.82%;20.57%;19.20%
F00000Q0P4;17/05/2021;iMGP US Small&Mid Company Gr I USD;LU0933609405;50.14%;11.01%;15.21%;30.59%;30.14%;25.17%
F00000Q0NX;17/05/2021;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;10.08%;3.35%;2.72%;3.31%;4.12%;3.45%
F00000QHZ0;17/05/2021;iMGP US Core Plus I M USD;LU0970691233;5.81%;4.91%;3.32%;2.47%;3.59%;3.31%
F00000UQH8;17/05/2021;iMGP Absolute Return GBP I M GBP;LU1130232017;8.21%;4.15%;3.65%;3.16%;3.25%;2.89%
F00000XJ7Z;17/05/2021;iMGP Eurp Subordinated Bds I EUR;LU1457568043;15.12%;4.41%;;5.03%;7.85%;6.55%
F00000ZSS8;17/05/2021;iMGP Stable Return I USD;LU1726319590;12.23%;1.91%;;8.71%;6.62%;6.41%
F000013DXH;17/05/2021;iMGP Global Diversified Inc I USD;LU1965317180;20.82%;;;8.41%;9.03%;9.04%
F000014359;17/05/2021;iMGP BM Alternativos I EUR;LU2041049300;8.78%;;;4.77%;6.52%;6.53%
XIUSA00108;17/05/2021;Bloomberg Euro Agg Bond TR EUR;;1.00%;2.36%;1.59%;3.25%;3.85%;3.61%
XIUSA000MH;17/05/2021;Bloomberg US Interm Credit TR USD;;4.02%;5.72%;3.77%;2.41%;3.81%;3.37%
EUCA000564;17/05/2021;EAA Fund EUR Cautious Allocation - Global;;7.82%;1.71%;1.85%;2.64%;3.57%;2.99%
EUCA000690;17/05/2021;EAA Fund EUR Corporate Bond;;5.42%;1.82%;1.78%;1.84%;2.82%;2.40%
EUCA000587;17/05/2021;EAA Fund EUR Diversified Bond;;2.50%;1.13%;0.85%;1.54%;2.23%;1.96%
EUCA000922;17/05/2021;EAA Fund EUR Subordinated Bond;;12.72%;3.57%;4.68%;3.31%;5.68%;4.70%
EUCA000511;17/05/2021;EAA Fund Europe Large-Cap Blend Equity;;30.63%;4.77%;7.20%;14.83%;17.31%;15.29%
EUCA000621;17/05/2021;EAA Fund GBP Allocation 0-20% Equity;;6.32%;3.19%;3.89%;2.95%;3.56%;3.18%
EUCA000640;17/05/2021;EAA Fund Italy Equity;;44.77%;3.78%;8.87%;18.70%;22.12%;20.65%
EUCA000915;17/05/2021;EAA Fund Japan Flex-Cap Equity;;28.14%;0.96%;8.59%;16.43%;19.40%;18.41%
EUCA000812;17/05/2021;EAA Fund Multistrategy EUR;;8.06%;0.74%;0.87%;3.28%;4.41%;3.90%
EUCA001010;17/05/2021;EAA Fund Multistrategy USD;;9.49%;4.95%;5.00%;4.53%;5.40%;4.76%
EUCA000528;17/05/2021;EAA Fund US Large-Cap Value Equity;;47.71%;10.48%;12.06%;17.43%;21.66%;17.97%
EUCA000853;17/05/2021;EAA Fund US Mid-Cap Equity;;55.81%;14.64%;15.46%;20.65%;25.01%;20.50%
EUCA000691;17/05/2021;EAA Fund USD Corporate Bond;;3.91%;5.91%;4.20%;4.23%;6.01%;4.97%
EUCA000746;17/05/2021;EAA Fund USD Flexible Allocation;;19.98%;5.05%;5.72%;7.24%;8.50%;7.25%
EUCA000583;17/05/2021;EAA Fund USD High Yield Bond;;16.42%;5.38%;5.92%;4.31%;7.07%;5.80%
FOUSA08SQ4;17/05/2021;FTSE Italia AllShare PR EUR;;43.95%;1.52%;7.22%;24.03%;27.90%;25.93%
FOUSA08IE9;17/05/2021;ICE BofA EUR Overnight OR TR EUR;;-0.53%;-0.44%;-0.41%;0.02%;0.02%;0.02%
FOUSA05UOK;17/05/2021;ICE BofA Euro Corporate TR EUR;;5.40%;2.37%;2.13%;2.36%;3.28%;2.89%
FOUSA08BV1;17/05/2021;ICE BofA Euro Subod Fin TR EUR;;8.12%;3.66%;4.20%;2.91%;4.71%;4.06%
F000016NOS;17/05/2021;ICE BofA SONIA Overnight Bid TR GBP;;0.05%;0.37%;0.30%;0.00%;0.03%;0.02%
XIUSA04CX8;17/05/2021;ICE BofA US 3M Trsy Bill TR USD;;0.11%;1.42%;1.18%;0.03%;0.14%;0.12%
XIUSA04EPI;17/05/2021;ICE BofA US High Yield TR USD;;18.15%;6.60%;7.35%;5.45%;8.33%;6.84%
FOUSA07WOV;17/05/2021;MSCI Europe NR EUR;;30.45%;5.40%;8.24%;19.54%;22.38%;19.78%
FOUSA09G33;17/05/2021;MSCI US Small Cap Growth NR USD;;61.45%;16.04%;19.40%;29.19%;33.08%;27.75%
XIUSA04FKR;17/05/2021;MSCI USA Value NR USD;;44.32%;10.69%;11.76%;21.27%;27.17%;22.53%
XIUSA04G92;17/05/2021;S&P 500 TR USD;;43.11%;17.06%;17.50%;20.86%;27.77%;23.07%
FOUSA06GBU;17/05/2021;TOPIX TR JPY;;30.18%;3.86%;9.50%;19.97%;21.94%;20.78%
F0GBR05TBZ;10/05/2021;iMGP European Corporate Bds C EUR;LU0167813129;7.99%;0.97%;1.70%;2.79%;4.37%;3.67%
F000002OH8;10/05/2021;iMGP Euro Fixed Income I EUR;LU0335770102;7.27%;3.54%;2.52%;2.48%;3.36%;3.09%
F00000JPT5;10/05/2021;iMGP Italian Opportunities I EUR;LU0536296873;39.99%;1.53%;8.16%;20.70%;25.02%;22.90%
F00000NCCS;10/05/2021;iMGP US High Yield I USD;LU0688633840;19.29%;5.19%;6.66%;5.69%;8.29%;6.81%
F00000OU30;10/05/2021;iMGP US Value R USD;LU0821216842;37.78%;8.25%;9.94%;16.99%;20.74%;17.34%
F00000Q0N6;10/05/2021;iMGP Sustainable Europe I EUR;LU0933606302;35.49%;5.54%;7.80%;18.82%;20.77%;19.22%
F00000Q0P3;10/05/2021;iMGP Japan Opportunities I JPY;LU0933609314;25.01%;1.59%;8.02%;20.02%;20.55%;19.18%
F00000Q0P4;10/05/2021;iMGP US Small&Mid Company Gr I USD;LU0933609405;52.20%;10.37%;15.01%;31.09%;30.02%;25.06%
F00000Q0NX;10/05/2021;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;10.76%;3.19%;2.80%;3.36%;4.12%;3.44%
F00000QHZ0;10/05/2021;iMGP US Core Plus I M USD;LU0970691233;6.20%;4.77%;3.37%;2.48%;3.59%;3.31%
F00000UQH8;10/05/2021;iMGP Absolute Return GBP I M GBP;LU1130232017;8.74%;4.01%;3.74%;3.24%;3.25%;2.87%
F00000XJ7Z;10/05/2021;iMGP Eurp Subordinated Bds I EUR;LU1457568043;14.63%;4.18%;;5.22%;7.85%;6.56%
F00000ZSS8;10/05/2021;iMGP Stable Return I USD;LU1726319590;10.75%;1.45%;;8.61%;6.56%;6.30%
F000013DXH;10/05/2021;iMGP Global Diversified Inc I USD;LU1965317180;20.72%;;;8.47%;9.04%;9.01%
F000014359;10/05/2021;iMGP BM Alternativos I EUR;LU2041049300;9.48%;;;4.74%;6.55%;6.54%
XIUSA00108;10/05/2021;Bloomberg Euro Agg Bond TR EUR;;1.37%;2.25%;1.74%;3.27%;3.86%;3.61%
XIUSA000MH;10/05/2021;Bloomberg US Interm Credit TR USD;;4.53%;5.61%;3.77%;2.42%;3.82%;3.37%
EUCA000564;10/05/2021;EAA Fund EUR Cautious Allocation - Global;;8.08%;1.73%;1.96%;2.69%;3.57%;2.98%
EUCA000690;10/05/2021;EAA Fund EUR Corporate Bond;;5.30%;1.78%;1.83%;1.86%;2.83%;2.40%
EUCA000587;10/05/2021;EAA Fund EUR Diversified Bond;;2.80%;1.10%;0.95%;1.54%;2.23%;1.95%
EUCA000922;10/05/2021;EAA Fund EUR Subordinated Bond;;12.63%;3.44%;4.73%;3.43%;5.68%;4.70%
EUCA000511;10/05/2021;EAA Fund Europe Large-Cap Blend Equity;;30.37%;5.03%;7.27%;15.42%;17.28%;15.27%
EUCA000621;10/05/2021;EAA Fund GBP Allocation 0-20% Equity;;6.74%;3.17%;4.03%;2.95%;3.54%;3.16%
EUCA000640;10/05/2021;EAA Fund Italy Equity;;41.71%;2.51%;8.50%;19.19%;22.16%;20.64%
EUCA000915;10/05/2021;EAA Fund Japan Flex-Cap Equity;;29.50%;1.28%;9.59%;16.48%;19.35%;18.35%
EUCA000812;10/05/2021;EAA Fund Multistrategy EUR;;7.87%;0.85%;0.94%;3.30%;4.40%;3.89%
EUCA001010;10/05/2021;EAA Fund Multistrategy USD;;9.52%;4.69%;5.09%;4.55%;5.40%;4.75%
EUCA000528;10/05/2021;EAA Fund US Large-Cap Value Equity;;48.96%;10.23%;11.95%;18.18%;21.64%;17.93%
EUCA000853;10/05/2021;EAA Fund US Mid-Cap Equity;;56.90%;14.36%;15.48%;21.34%;24.95%;20.41%
EUCA000691;10/05/2021;EAA Fund USD Corporate Bond;;4.88%;5.63%;4.21%;4.25%;6.01%;4.96%
EUCA000746;10/05/2021;EAA Fund USD Flexible Allocation;;20.30%;4.78%;5.82%;7.34%;8.49%;7.22%
EUCA000583;10/05/2021;EAA Fund USD High Yield Bond;;16.77%;5.34%;6.07%;4.51%;7.07%;5.80%
FOUSA08SQ4;10/05/2021;FTSE Italia AllShare PR EUR;;39.66%;0.35%;6.74%;24.57%;27.93%;25.92%
FOUSA08IE9;10/05/2021;ICE BofA EUR Overnight OR TR EUR;;-0.53%;-0.44%;-0.41%;0.02%;0.02%;0.02%
FOUSA05UOK;10/05/2021;ICE BofA Euro Corporate TR EUR;;5.15%;2.32%;2.19%;2.39%;3.28%;2.89%
FOUSA08BV1;10/05/2021;ICE BofA Euro Subod Fin TR EUR;;7.81%;3.53%;4.29%;3.00%;4.71%;4.05%
F000016NOS;10/05/2021;ICE BofA SONIA Overnight Bid TR GBP;;0.05%;0.38%;0.30%;0.01%;0.03%;0.02%
XIUSA04CX8;10/05/2021;ICE BofA US 3M Trsy Bill TR USD;;0.11%;1.43%;1.18%;0.03%;0.14%;0.12%
XIUSA04EPI;10/05/2021;ICE BofA US High Yield TR USD;;18.62%;6.58%;7.55%;5.71%;8.33%;6.84%
FOUSA07WOV;10/05/2021;MSCI Europe NR EUR;;30.39%;5.78%;8.29%;20.36%;22.34%;19.74%
FOUSA09G33;10/05/2021;MSCI US Small Cap Growth NR USD;;62.28%;15.69%;18.86%;29.83%;33.03%;27.68%
XIUSA04FKR;10/05/2021;MSCI USA Value NR USD;;45.01%;10.12%;11.58%;22.04%;27.14%;22.50%
XIUSA04G92;10/05/2021;S&P 500 TR USD;;43.89%;16.36%;17.24%;21.24%;27.74%;23.04%
FOUSA06GBU;10/05/2021;TOPIX TR JPY;;29.80%;3.93%;10.36%;19.92%;21.85%;20.70%
